signature,frequency
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Loaded <NUM> hardware entries from JSON loader.",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - HardwareConfigurationTabs loaded: <NUM>",62
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Loaded BarcodeScanner: Model=Keyence (SR-<NUM>), Connection=TCP/IP",61
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2InspectionWorker started",60
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2BufferBWorker started",60
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1InspectionWorker started",59
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1BufferBWorker started",59
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - WaitForPalletAsync cancelled due to task cancellation.",59
--- End of inner exception stack trace ---,57
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Workers cancelled.",55
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Dev[<NUM>] DO[<NUM>] write failed: <HEX>",51
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.PLCdialogViewModel - PLCdialogViewModel initialized",51
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Resetting the machine",50
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - All devices closed.",50
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Closed device, returncode=<NUM>",50
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - All hardware configurations found — no popup needed.",48
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer A stopper keeping down",48
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOServices.IOController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=<NUM>",47
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2DispensingStopper keeping down",47
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardCommonViewModel - Loaded common details: SiteName=TEHR, MachineName=AHDP, MachineSerial=ASM-AHDP-<NUM>,CarrierSerial=",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} detected from pallet",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - XHDP initialization completed successfully.",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} read from pallet",46
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{a2debb11-c2d5-45de-b2af-4f48849fe2a0}L{} sent to L1ConveyorBufferA successfully.",45
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'U' for culture 'en-US'",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1DispensingStopper keeping down",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Z' for culture 'en-US'",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: invalid handle, skipping move.",44
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=-<NUM>",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer B stopper Down: DOWN command issued",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 BInspection Stopper Down: DOWN command issued",43
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer A stopper Down: DOWN command issued",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: GradeVerifier (<NUM> models)",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: NFC (<NUM> models)",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Total hardwares loaded: <NUM>",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: BarcodeScanner (<NUM> models)",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Laser (<NUM> models)",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.TcpIpService - Command 'LON' timed out after 1500ms",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Refreshed hardware validation for all items.",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: PLC (<NUM> models)",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Models.Hardware - [Hardware] Connection type changed to USB, state reset.",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Hardware Integration view initialized successfully.",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded <NUM> global connections.",41
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: WorkCard (<NUM> models)",41
"at System.Text.Json.JsonSerializer.Deserialize[TValue](String json, JsonSerializerOptions options)",40
at System.Text.Json.Utf8JsonReader.ReadSingleSegment(),40
"at System.Text.Json.Serialization.Metadata.JsonTypeInfo`<NUM>.Deserialize(Utf8JsonReader& reader, ReadStack& state)",40
"at System.Text.Json.Serialization.JsonDictionaryConverter`<NUM>.OnTryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, TDictionary& value)",40
at System.Text.Json.Utf8JsonReader.Read(),40
"at System.Text.Json.JsonSerializer.ReadFromSpan[TValue](ReadOnlySpan`<NUM> utf8Json, JsonTypeInfo`<NUM> jsonTypeInfo, Nullable`<NUM> actualByteCount)",40
"at System.Text.Json.JsonSerializer.ReadFromSpan[TValue](ReadOnlySpan`<NUM> json, JsonTypeInfo`<NUM> jsonTypeInfo)",40
"at System.Text.Json.Serialization.JsonCollectionConverter`<NUM>.OnTryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, TCollection& value)",40
"at System.Text.Json.ThrowHelper.ReThrowWithPath(ReadStack& state, JsonReaderException ex)",40
"at System.Text.Json.ThrowHelper.ThrowJsonReaderException(Utf8JsonReader& json, ExceptionResource resource, Byte nextByte, ReadOnlySpan`<NUM> bytes)",40
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Inspection Stopper Down: DOWN command issued",40
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer B stopper Down: DOWN command issued",40
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\DRYRUN\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\Settings.json",40
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Converting HardwareItem (BarcodeScanner) → Hardware.",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingConfigurationViewModel - Initializing SettingConfigurationViewModel...",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  OnConnectAsync invoked. Parameter type: Common.Models.HardwareConfigurationModels.HardwareItem",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection state reset for BarcodeScanner",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Calling HardwareIntegrationViewModel.OnConnectAsync for BarcodeScanner...",39
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Open device <NUM> (DevNum=<NUM>) failed (attempt <NUM>/<NUM>) - Error <HEX>: The subordinate device ID is conflicted.",38
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOServices.IOController - Open device <NUM> (DevNum=<NUM>) failed (attempt <NUM>/<NUM>)",38
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} sent to L1ConveyorBufferA successfully.",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Acturator (<NUM> models)",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} sent to L2ConveyorBufferA successfully.",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Light (<NUM> models)",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: TemperatureController (<NUM> models)",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: CCTV (<NUM> models)",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AlarmRepository - Alarm <NUM> created successfully with initial history.",36
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Dashboard' to 'Settings'",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 BInspection Stopper keeping up",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Dispensing stopper keeping up",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispensing clamp keeping up",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispensing stopper keeping up",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DashboardViewModel' to 'SettingViewModel'",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Buffer B stopper Down: DOWN confirmed",33
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 BInspection Stopper Up: UP command issued",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Buffer A stopper Down: DOWN confirmed",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1 Buffer B stopper Down: DOWN confirmed",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - PleaseLogIn",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\LaserScanner2.json",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Buffer B stopper Up: UP command issued",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Disconnected from <NUM>.<NUM>.<NUM>.<NUM>:<NUM>",32
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Stop button clicked.",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: VisionSystem (<NUM> models)",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Inspection Stopper Up: UP confirmed",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer A stopper Up: UP command issued",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Inspection Stopper Up: UP command issued",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1 BInspection Stopper Down: DOWN confirmed",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Buffer B stopper Up: UP command issued",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.PLC.PLCSerialService - Data Register updated : Polling stopped",31
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\WeighingModule.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\LaserScanner1.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Vision3.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1 BInspection Stopper Up: UP confirmed",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Dry Run mode enabled, using DryRunJobNo(without power) for laser job number.",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Buffer A stopper Up: UP confirmed",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Buffer B stopper Up: UP confirmed",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\LoadCell.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Vision2.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\Vision1.json",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L1 Buffer B stopper Up: UP confirmed",30
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\LaserScanner3.json",30
System.Text.Json.JsonException: '}' is an invalid start of a value. Path: $.DI[<NUM>].Channel | LineNumber: <NUM> | BytePositionInLine: <NUM>.,29
"at System.Text.Json.Serialization.Converters.ObjectDefaultConverter`<NUM>.OnTryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, T& value)",29
at System.Text.Json.Utf8JsonReader.ConsumeValue(Byte marker),29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Alarm Details from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Alarms.csv",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - '}' is an invalid start of a value. Path: $.DI[<NUM>].Channel | LineNumber: <NUM> | BytePositionInLine: <NUM>.",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing permissions from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Permissions.json",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.JsonFileHelper - File not found: D:\ASM\Config\BarcodeScanner.json",29
---> System.Text.Json.JsonReaderException: '}' is an invalid start of a value. LineNumber: <NUM> | BytePositionInLine: <NUM>.,29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Users from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Users.json",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing roles from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\Roles.json",29
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - L2 Inspection Stopper Down: DOWN confirmed",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet T{E02}O{<NUM>-<NUM>-<NUM>-<NUM>}P{HE00EJ6DC300}Q{<NUM>}S{D3234}G{373d25b8-b4ed-<NUM>-a6d5-0ba75c086773}L{} sent to L2ConveyorBufferA successfully.",28
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MachineBackgroundService - Current state: Resetting",27
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Weighing module (<NUM> models)",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Controls' to 'Dashboard'",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'DashboardViewModel'",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Acm_AxOpen failed for axis <NUM> on device[<NUM>] rc=<HEX>",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: 3DLaserScanner (<NUM> models)",26
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.DashboardCommonViewModel - Loaded common details: SiteName=TEHR, MachineName=XHDP, MachineSerial=2DBC57-<NUM>,CarrierSerial=",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.JsonFileHelper - Failed to deserialize JSON from file: D:\ASM\Config\IOConfig.json, Exception occurred: '}' is an invalid start of a value. Path: $.DI[<NUM>].Channel | LineNumber: <NUM> | BytePositionInLine: <NUM>.",25
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E02}O{<NUM>-<NUM>-<NUM>-<NUM>}P{HE00EJ6DC300}Q{<NUM>}S{D3234}G{373d25b8-b4ed-<NUM>-a6d5-0ba75c086773}L{} read from pallet",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager initialized with state: Error",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E02}O{<NUM>-<NUM>-<NUM>-<NUM>}P{HE00EJ6DC300}Q{<NUM>}S{D3234}G{373d25b8-b4ed-<NUM>-a6d5-0ba75c086773}L{} detected from pallet",24
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Login - logged in successfully",23
at System.Collections.Generic.Dictionary`<NUM>.get_Item(TKey key),22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'UnhandledException' for culture 'en-US'",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'The specified Visual is not an ancestor of this Visual.' for culture 'en-US'",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'PointsID' for culture 'en-US'",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.IOCardWatcherService - OpenAllDevices IO Not Successful",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection result for BarcodeScanner: Connected",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'MachineControlViewModel'",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Connection completed for BarcodeScanner | Connected",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MachineBackgroundService - Current state: Idle",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Occured At' for culture 'en-US'",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Log' for culture 'en-US'",21
System.IO.IOException: No IO device found at index <NUM>.,21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet  sent to L2ConveyorBufferA successfully.",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MachineBackgroundService - Pipeline initialization failed.",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'SettingViewModel'",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet  sent to L1ConveyorBufferA successfully.",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Controls' to 'Settings'",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowAlarmViewCommand.",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: MoveAbsolute start failed. rc=<HEX>",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Firmware is down.",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} read from pallet",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{b693c901-d6e6-438e-ad42-f996825e14bc}L{} detected from pallet",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Connection completed for BarcodeScanner | Connection Failed",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection result for BarcodeScanner: Connection Failed",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowDataViewCommand.",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.TcpIpService - Command 'LOFF' timed out after 1500ms",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Dashboard - Viewed Dashboard page",17
at Services.Services.Pipelines.XHDP.ReadDI(String ioKey) in D:\Apex XHDP\Services\Services\Pipelines\XHDP.cs:line <NUM>,16
at Common.Helpers.JsonFileHelper.LoadJsonFromFileAsync[T](String filePath) in C:\Users\Admin\source\repos\asmapex\apex\Common\Helpers\JsonFileHelper.cs:line <NUM>,16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR UI.ViewModels.SplashScreenViewModel - Configuration for LaserScanner2 not found or invalid.",16
at Common.Helpers.JsonFileHelper.LoadJsonFromFileAsync[T](String filePath) in D:\Apex XHDP\Common\Helpers\JsonFileHelper.cs:line <NUM>,15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AccessControlSyncService - Syncing Motion Points from C:\Users\Admin\source\repos\asmapex\apex\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\MachineConfig\XHDP\MotionPoints.csv",15
