signature,frequency
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Servo Z is not enabled.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Refreshed hardware validation for all items.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingConfigurationViewModel - Initializing SettingConfigurationViewModel...",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Laser (<NUM> models)",22
"at System.Text.Json.Serialization.JsonConverter`<NUM>.ReadCore(Utf8JsonReader& reader, T& value, JsonSerializerOptions options, ReadStack& state)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet S-A5-<NUM>-T <NUM> sent to Laser station successfully.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  UI.ViewModels.MotionViewModel - Servo Z is not enabled.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Hardware Integration view initialized successfully.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: VisionSystem (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: WorkCard (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Models.Hardware - [Hardware] Connection type changed to USB, state reset.",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing UP Cylinder to ON",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: PLC (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Total hardwares loaded: <NUM>",22
"at System.Text.Json.Serialization.JsonConverter`<NUM>.TryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, T& value, Boolean& isPopulatedValue)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: NFC (<NUM> models)",22
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'MachineControl' for culture 'en-US'",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Lifter Up to OFF",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - Connection completed for BarcodeScanner | Connected",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Pausing the machine",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.HardwareIntegrationViewModel - Connection result for BarcodeScanner: Connected",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Pause button clicked.",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing OUT Cylinder to ON",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing OUT Cylinder to OFF",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing IN Cylinder to ON",21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing IN Cylinder to OFF",21
--- End of inner exception stack trace ---,21
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing DOWN Cylinder to ON",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-10AE (M0), SubDevs=-<NUM>",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Inspection Down Cylinder to OFF",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing UP Cylinder to OFF",20
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing Clamp Out Cylinder to OFF",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Dispensing Clamp Out Cylinder to ON",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'FAT+' for culture 'en-US'",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Clamp Out Cylinder to ON",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MotionViewModel - Y Motor errors cleared.",19
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.AlarmRepository - Alarm <NUM> created successfully with initial history.",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer A Buffer Up Cylinder to ON",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MachineBackgroundService - Resetting the machine",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Configuration folder not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles' for culture 'en-US'",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - Reset button clicked.",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Clamp Out Cylinder to OFF",18
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Barcode T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} detected from pallet",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer A Buffer Up Cylinder to OFF",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.AccessControlSyncService - Guest not exist for Guest",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel - All hardware configurations found — no popup needed.",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Laser3DProfileSensor' for culture 'en-US'",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - [<NUM>] Num=<NUM>, Name=PCIE-<NUM>-32AE (M0), SubDevs=-<NUM>",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - SN T{E04}O{250711P01-511P-<NUM>-<NUM>}P{HE00EJ6DH000}Q{<NUM>}S{C9145}G{ba7dda6b-95c1-4ecf-b08c-ded0a08ea52f}L{} read from pallet",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Clamp In Cylinder to ON",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer A Buffer Down Cylinder to ON",17
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer B Buffer Up Cylinder to ON",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer B Buffer Down Cylinder to ON",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer A Buffer Up Cylinder to ON",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Dispensing Clamp In Cylinder to OFF",16
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.CreateObject(JsonReader reader, Type objectType, JsonContract contract, JsonProperty member, JsonContainerContract containerContract, JsonProperty containerMember, Object existingValue)",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer A Buffer Down Cylinder to OFF",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - DisableAxis(<NUM>) failed. Error=<HEX>",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Models.Hardware - [Hardware] Connection type changed to SerialCommunication, state reset.",16
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer B Buffer Up Cylinder to OFF",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer A Buffer Down Cylinder to ON",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer A Buffer Down Cylinder to OFF",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Controls - Viewed Controls page",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer A Buffer Up Cylinder to OFF",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L1 Buffer B Buffer Down Cylinder to OFF",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'ManualMode' for culture 'en-US'",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer B Buffer Up Cylinder to ON",15
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispensing clamp keeping down",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - MoveAbs(<NUM>, pos=<NUM>) start failed. rc=<HEX>",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Controls' to 'Settings'",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'SettingViewModel'",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - MoveAbs(<NUM>, pos=-<NUM>) start failed. rc=<HEX>",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 BInspection Stopper keeping down",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L1 Dispensing stopper keeping down",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.Pipelines.XHDP - L2 Dispensing stopper keeping down",14
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.EnsureType(JsonReader reader, Object value, CultureInfo culture, JsonContract contract, Type targetType)",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer B Buffer Up Cylinder to OFF",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: Machine - Started the process.",14
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: actual position changed <NUM> -> <NUM>",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Connected to <NUM>.<NUM>.<NUM>.<NUM>:<NUM>",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'MachineControlViewModel' to 'MachineControlViewModel'",13
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Log' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.ControlBtnViewModel - StateManager IsBusy: True",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Occured At' for culture 'en-US'",12
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'DeviceID' for culture 'en-US'",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Dashboard' to 'Settings'",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'DashboardViewModel' to 'SettingViewModel'",11
at System.Text.Json.Utf8JsonReader.ConsumeNextTokenOrRollback(Byte marker),11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Axis <NUM>: MoveAbsolute start failed. rc=<HEX>",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.JsonFileHelper - Failed to deserialize JSON from file: D:\ASM\Config\IOConfig.json, Exception occurred: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.",11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.Pipelines.XHDP - Failed to connect barcode scanner after <NUM> attempts.",11
"at System.Text.Json.Serialization.JsonCollectionConverter`<NUM>.OnTryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, TCollection& value)",11
"at System.Text.Json.JsonSerializer.ReadFromSpan[TValue](ReadOnlySpan`<NUM> utf8Json, JsonTypeInfo`<NUM> jsonTypeInfo, Nullable`<NUM> actualByteCount)",11
"at System.Text.Json.JsonSerializer.Deserialize[TValue](String json, JsonSerializerOptions options)",11
"at System.Text.Json.JsonSerializer.ReadFromSpan[TValue](ReadOnlySpan`<NUM> json, JsonTypeInfo`<NUM> jsonTypeInfo)",11
"at System.Text.Json.Serialization.JsonDictionaryConverter`<NUM>.OnTryRead(Utf8JsonReader& reader, Type typeToConvert, JsonSerializerOptions options, ReadStack& state, TDictionary& value)",11
at System.Text.Json.Utf8JsonReader.Read(),11
at System.Text.Json.Utf8JsonReader.ReadSingleSegment(),11
---> System.Text.Json.JsonReaderException: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. LineNumber: <NUM> | BytePositionInLine: <NUM>.,11
System.Text.Json.JsonException: The JSON array contains a trailing comma at the end which is not supported in this mode. Change the reader options. Path: $.DO[<NUM>] | LineNumber: <NUM> | BytePositionInLine: <NUM>.,11
at System.Text.Json.Utf8JsonReader.ConsumeNextToken(Byte marker),11
"at System.Text.Json.Serialization.Metadata.JsonTypeInfo`<NUM>.Deserialize(Utf8JsonReader& reader, ReadStack& state)",11
"at System.Text.Json.ThrowHelper.ReThrowWithPath(ReadStack& state, JsonReaderException ex)",11
"at System.Text.Json.ThrowHelper.ThrowJsonReaderException(Utf8JsonReader& json, ExceptionResource resource, Byte nextByte, ReadOnlySpan`<NUM> bytes)",11
at Common.Helpers.JsonFileHelper.LoadJsonFromFileAsync[T](String filePath) in D:\Apex XHDP\Common\Helpers\JsonFileHelper.cs:line <NUM>,11
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - MainFormViewModel changed from 'SettingViewModel' to 'MachineControlViewModel'",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - PleaseLogIn",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Pallet S-A5-<NUM>-T <NUM> sent to L1Conveyor successfully.",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Common.Helpers.GlobalErrorHandler - Settings for BarcodeScanner updated successfully.",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.SettingViewModel -  Saved BarcodeScanner configuration successfully at D:\ASM\Config\BarcodeScanner.json",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Caption changed from 'Settings' to 'Controls'",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MachineBackgroundService - Pipeline initialization failed.",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.TcpIpService - Disconnected from <NUM>.<NUM>.<NUM>.<NUM>:<NUM>",10
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.MainViewModel - Executing ShowVisionViewCommand.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.MotionServices.Advantech.MotionController - Configuration folder not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.IOServices.IOController - Skipped device <NUM> (DevNum=<NUM>) after <NUM> attempt(s).",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.Pipelines.XHDP - Trigger detected but pallet not at Barcode presence sensor. Skipping pallet enqueue.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Lifter Up to ON",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - Configuration folder not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles",9
System.IO.DirectoryNotFoundException: Configuration folder not found: D:\Apex XHDP\UI\bin\Debug\net8.<NUM>-windows8.<NUM>\Resources\MotionDeviceFiles,9
"at Newtonsoft.Json.JsonConvert.DeserializeObject(String value, Type type, JsonSerializerSettings settings)",9
at Newtonsoft.Json.JsonConvert.DeserializeObject[T](String value),9
at Common.Helpers.JsonConfigurationLoader.LoadConfiguration() in D:\Apex XHDP\Common\Helpers\JsonConfigurationLoader.cs:line <NUM>,9
"at Newtonsoft.Json.JsonConvert.DeserializeObject[T](String value, JsonSerializerSettings settings)",9
"at Newtonsoft.Json.JsonSerializer.DeserializeInternal(JsonReader reader, Type objectType)",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Services.Services.TcpIpService - Command 'LON' timed out after 1500ms",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Services.Services.BarcodeScanner.BarcodeScanner - Connection failed: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond.",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.MotionServices.Advantech.MotionController - Skipped device <NUM> (DevNum=<NUM>) after <NUM> attempt(s).",9
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.PopulateObject(Object newObject, JsonReader reader, JsonObjectContract contract, JsonProperty member, String id)",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer B Buffer Down Cylinder to ON",9
"at Newtonsoft.Json.Serialization.JsonSerializerInternalReader.Deserialize(JsonReader reader, Type objectType, Boolean checkAdditionalContent)",9
"at Newtonsoft.Json.JsonSerializer.Deserialize(JsonReader reader, Type objectType)",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Lifter Down to ON",9
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: CCTV (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Line <NUM> Buffer Conveyor A...",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.ViewModels.PLCdialogViewModel - PLCdialogViewModel initialized",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Line <NUM> Buffer Conveyor B...",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: TemperatureController (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Light (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Acturator (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: 3DLaserScanner (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  UI.Helpers.HardwareParser - Loaded hardware: Weighing module (<NUM> models)",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Line <NUM> Inspection Station Conveyor...",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] INFO  Services.Services.Pipelines.XHDP - Starting Line <NUM> Dispensing Station Conveyor...",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'InspectionVision' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] ERROR Common.Helpers.GlobalErrorHandler - MotionIOError",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'CCTV' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Buffer B Buffer Down Cylinder to OFF",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'StationB3DLaser' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Lifter Up to OFF",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Unit' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] DEBUG Services.Services.DBRepository - Logging activity for user <NUM>: IO - Chnaged the status of L2 Inspection Up Cylinder to ON",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Min Value' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'StationA3DLaser' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Inspection3DLaser' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'StationAVision' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Max Value' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Value' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'Test Connection' for culture 'en-US'",8
"<NUM>-<NUM>-<NUM> <TIME>,<NUM> [<NUM>] WARN  Common.Helpers.LocalizationService - Missing localization key 'StationBVision' for culture 'en-US'",8
,7
at UI.ViewModels.MotionViewModel.LoadMotionPointsAsync() in D:\Apex XHDP\UI\ViewModels\MotionViewModel.cs:line <NUM>,7
---> System.ArgumentException: Could not cast or convert from System.Int64 to Common.Models.ConveyorConfig.,7
"at Newtonsoft.Json.Utilities.ConvertUtils.ConvertOrCast(Object initialValue, CultureInfo culture, Type targetType)",7
